sku;slug;title;subtitle;author_name;publisher_name;isbn;barcode;edition_label;volume_number;volume_label;publication_year;page_count;language;description;sale_price;stock_minimum;status;location_label;category_name;genre_name;collection_name;source_name;source_url;confidence;raw_title;search_title;author_hint
CEDE-LIV-0017;a-escada-de-jaco-17;"A ESCADA DE JACÓ";;"José Xavier";"Clube de Autores";;;;;;2015;189;;"Como entender o pensamento de uma visão refletida na personalidade Divina, por um ser humano? Como podemos ver através de uma mensagem o conceito filosófico-religioso do acesso direto ao Criador, baseado em relatos vivenciados por pessoas oculares. A resposta podemos ter neste pequeno estudo.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=jv1xDwAAQBAJ&dq=intitle:%22A+Escada+de+Jac%C3%B3%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"A Escada de Jacó";"A Escada de Jacó";
CEDE-LIV-0018;a-etica-de-jesus-cristo-18;"A ÉTICA DE JESUS CRISTO";;"Grupo de Estudos de Ética Geec";"Grupo Educação Ética e Cidadania";9788568476062;9788568476062;;;;2016;399;;"Ética para o Século XXI - Reflexões sobre os princípios universais ensinados por Jesus para o mundo contemporâneo. O foco de A ética de Jesus é a transformação do ser humano para conquista dos valores transcendentais do espírito, por meio dos inesquecíveis ensinamentos do Carpinteiro de Nazaré. Uma visão de vanguarda sobre os ensinamentos de Jesus é proposta. O caráter ímpar do Mestre nos mostra o melhor caminho, revelando o quão atual é a ética apresentada há quase 2000 anos. p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 13.0px Helvetica; color: #323333; -webkit-text-stroke: #323333} span.s1 {font-kerning: none} São 90 temas dispostos em 10 capítulos são frutos das reflexões propostas pelo GEET (Grupo de estudos de ética). Pontuados com elucidações de benfeitores espirituais anônimos e de forma bastante prática trazem o Evangelho à luz do espiritismo para um mundo moderno. A cada página, uma lição inesquecível, um novo ponto de vista, sempre com o intuito de nos fazer refletir, compreender e entender melhor a essência dos ensinamentos que Jesus veio trazer ao universo. p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 13.0px Helvetica; color: #323333; -webkit-text-stroke: #323333} span.s1 {font-kerning: none}";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=6j2lDQAAQBAJ&source=gbs_api;0.9687;"A ÉTICA DE JESUS";"A ÉTICA DE JESUS";
CEDE-LIV-0020;a-familia-espirita-20;"A FAMÍLIA ESPÍRITA";;"Yvonne do Amaral Pereira";"FEB Editora";9788573288872;9788573288872;;;;2021;104;;"FEB Editora tem a satisfação de oferecer ao público quatro obras inéditas de autoria da médium Yvonne A. Pereira. Escritas entre os anos de 1964 e 1971, trazem conteúdo notavelmente atual dedicado à leitura de toda a família. Em A família espírita, Evangelho aos simples e As três revelações da lei de Deus, o leitor será apresentado à família Vasconcelos, que vive em harmonia de acordo com os preceitos da Doutrina Espírita. Por meio das situações vividas por eles, pais e filhos conseguirão desfrutar de uma leitura que tenderá a florescer um diálogo rico sobre o Evangelho de Cristo. Soma-se a esses o livro Contos amigos, com quatro histórias fundamentadas nos ensinos e exemplos de Jesus e explicadas, em espírito e verdade, pela revelação dos Espíritos.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=JVEmDwAAQBAJ&source=gbs_api;1.0000;"A FAMÍLIA ESPÍRITA";"A FAMÍLIA ESPÍRITA";
CEDE-LIV-0021;a-feira-dos-casamentos-21;"A FEIRA DOS CASAMENTOS";;"J. W. Rochester, Vera Kryzhanovskaia";;;;;;;2022;;Português;;;;active;;;;;"Open Library";https://openlibrary.org/works/OL44856672W;1.0000;"A FEIRA DOS CASAMENTOS";"A FEIRA DOS CASAMENTOS";
CEDE-LIV-0022;a-forca-da-bondade-22;"A FORÇA DA BONDADE";;"André Luiz Ruiz";"Ide Editora";9788573415179;9788573415179;;;;2024;421;;"Os processos de resgate nas regiões espirituais inferiores, o amparo luminoso do mundo invisível na hora do sacrifício, a importância da bondade como fator de vitória nas lutas de cada dia, são alguns dos temas espirituais abordados por Lucius nesta obra que dá continuidade à história das personagens, Pilatos, Fúlvia, Sulpício, Zacarias, Lívia, Cléofas, Lucílio e Simeão, que teve início no romance O Amor Jamais te Esquece.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=H4s3EQAAQBAJ&source=gbs_api;1.0000;"A FORÇA DA BONDADE";"A FORÇA DA BONDADE";
CEDE-LIV-0023;a-forca-da-vida-23;"A FORÇA DA VIDA";;"Zibia Gasparetto";"Editora Vida e Consciência";9788577226535;9788577226535;;;;2019;360;;"As sábias leis da vida sempre nos colocam diante da verdade, forçando-nos a enxergar nossas fraquezas para que aprendamos, assim, a trabalhar em favor do nosso progresso. Assim aconteceu com Marlene, uma linda jovem da alta sociedade carioca, que, acostumada a ter todos os seus caprichos atendidos, se deixou levar pela vaidade, atraindo para si situações mal resolvidas do passado e causando dor e arrependimento em todos que a cercavam. Sempre utilizando o livre-arbítrio, a moça enfrentou os desafios que se interpuseram em seu caminho e aprendeu que cada escolha envolve uma consequência. Auxiliada pela espiritualidade, Marlene terá de buscar as verdadeiras aspirações do seu espírito para encontrar em si a força da vida.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=D9O8DwAAQBAJ&source=gbs_api;1.0000;"A Força da Vida";"A Força da Vida";
CEDE-LIV-0024;a-genese-24;"A GENESE";;"Allan Kardec";"Createspace Independent Publishing Platform";9781535484183;9781535484183;;;;2016;452;;"É uma das cinco obras básicas da Codificação do Espiritismo. Divide-se em três partes: na primeira parte, analisa a origem do planeta Terra, de forma coerente, fugindo às interpretações misteriosas e mágicas sobre a criação do mundo. A segunda parteaborda a questão dos milagres, explicando a natureza dos fluidos e os fatos extraordinários contidos no Evangelho. Na terceira parte, enfoca as predições do Evangelho, os sinais dos tempos e a geração nova, que marcará um novo tempo no mundo com a prática da justiça, da paz e da fraternidade. Os assuntos apresentados nos 18 capítulos desta obra têm como base a imutabilidade das grandiosas Leis divinas.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=6wFKvgAACAAJ&dq=intitle:%22A+GENESE%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"A GENESE - FEB";"A GENESE";
CEDE-LIV-0026;a-genese-26;"A GENESE";;"Allan Kardec";"Createspace Independent Publishing Platform";9781535484183;9781535484183;;;;2016;452;;"É uma das cinco obras básicas da Codificação do Espiritismo. Divide-se em três partes: na primeira parte, analisa a origem do planeta Terra, de forma coerente, fugindo às interpretações misteriosas e mágicas sobre a criação do mundo. A segunda parteaborda a questão dos milagres, explicando a natureza dos fluidos e os fatos extraordinários contidos no Evangelho. Na terceira parte, enfoca as predições do Evangelho, os sinais dos tempos e a geração nova, que marcará um novo tempo no mundo com a prática da justiça, da paz e da fraternidade. Os assuntos apresentados nos 18 capítulos desta obra têm como base a imutabilidade das grandiosas Leis divinas.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=6wFKvgAACAAJ&dq=intitle:%22A+GENESE%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"A GENESE - ED BOA NOVA";"A GENESE";
CEDE-LIV-0027;a-genese-27;"A GÊNESE";;"Allan Kardec";"EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA";9788572975834;9788572975834;;;;2022;392;;"'Esta nova obra é mais um passo adiante nas consequências e aplicações do Espiritismo. Como seu título indica, ela tempor objetivo o estudo de três pontos diferentemente e comentados até o presente: a Gênese, os milagres e as predições, nas suas relações com as novas leis que emanam da observação dos fenômenos espíritas.'Allan Kardec";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=AtL5DwAAQBAJ&source=gbs_api;1.0000;"A GÊNESE - ED IDE";"A GÊNESE";
CEDE-LIV-0030;a-granja-do-silencio-30;"A GRANJA DO SILÊNCIO";;"Paul Bodier";"FEB Editora";9788584850402;9788584850402;;;;2021;136;;"Nessa narrativa, Paul Bodier conta a história do médico Gilles Bodin, apresentando a comprovação da existência da vida após a morte, da reencarnação e das provas e expiações por que devemos passar um dia. Na história, o Dr. Gilles resolve, por aventura, entrar numa velha mansão abandonada, chamada por todos os habitantes daquele pequeno vale de Granja do Silêncio. Ali o Sr. Bodin está prestes a encontrar um Espírito das mais antigas famílias nobres da Turíngia, que lhe contaria a história do crime do qual resultou sua morte. O Espírito ainda faria a previsão de sua própria reencarnação, possibilitando ao médico algo único: conhecer um Espírito antigo e conviver com sua reencarnação, sabendo de ambas as existências! Que provações esse Espírito ainda vivenciaria? Que fim levariam os responsáveis por sua morte? Que experiências todos ainda viveriam? Um romance histórico e arrebatador sobre vida, morte, hipnose, trans¬figuração e fenômenos espíritas!";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=631lEAAAQBAJ&source=gbs_api;1.0000;"A Granja do Silencio";"A Granja do Silencio";
CEDE-LIV-0031;a-historia-a-luz-do-espiritismo-v-i-31;"A HISTÓRIA À LUZ DO ESPIRITISMO - V I";"Antiga e Medieval";"Sonia Campos, Graça Palha";CELD;9786589897064;9786589897064;;;;2023;162;;"Reforça os ensinamentos da doutrina espírita, no sentido de que o acaso não existe e os acontecimentos históricos, antes de se concretizarem, são plasmados no plano superior. As origens do homem e avanço das civilizações, durante a Idade Antiga e Média, são apresentados sob uma nova perspectiva, possibilitando compreender o processo histórico em diferentes épocas, lugares e desempenhando diferentes papéis, através de múltiplas reencarnações, pois todos fazem parte do grande concerto universal, regido pela lei do progresso e sob a orientação de Jesus.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=HtY-EAAAQBAJ&source=gbs_api;0.9757;"A HISTÓRIA A LUZ DO ESPIRITISMO - ANTIGA E MEDIEVAL";"A HISTÓRIA A LUZ DO ESPIRITISMO - ANTIGA E MEDIEVAL";
CEDE-LIV-0032;imensidao-dos-sentidos-a-32;"IMENSIDÃO DOS SENTIDOS (A)";;"Francisco do Espírito Santo Neto";"Instituto Beneficente Boano";9788586470097;9788586470097;;;;2000;213;;"Como 'olhar' além do óbvio e do que os nossos cinco sentidos podem oferecer? Como adentrar no vasto campo da sabedoria espiritual de forma natural e espontânea? Nesta obra, o autor espiritual Hammed mergulha o leitor no estudo e análise psicológica do vasto campo da sensibilidade humana, despertando-o para a visão integral de si mesmo e para a visão do universo cósmico que o compõe.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=eHFwPgAACAAJ&dq=intitle:%22A+IMENSID%C3%83O+DOS+SENTIDOS%22&hl=&as_pt=BOOKS&source=gbs_api;0.9483;"A IMENSIDÃO DOS SENTIDOS";"A IMENSIDÃO DOS SENTIDOS";
CEDE-LIV-0034;a-irma-do-vizir-34;"A IRMÃ DO VIZIR";"Histórias que os espíritos contaram";"Hermínio C. Miranda";"Correio Fraterno";9786586480153;9786586480153;;;;2021;153;;"Esta obra traz histórias verídicas sobre o sentimento dos espíritos desencarnados que, ao perceberem que a morte não existe, tentam fazer justiça pelas próprias mãos. Um vizir, conselheiro dos grandes palácios islâmicos, não perdoa a irmã por se envolver com um cristão, matando-a juntamente com o marido e o filho. Mais tarde, pela lei da reencarnação, novos papéis. Sensações intensas e sem respostas numa única vida. Essa e outras narrativas vão encantar o leitor, revelando como são desafiadoras as nossas reencarnações, com ocorrências nem sempre tão fáceis de serem superadas.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=v7YTEAAAQBAJ&source=gbs_api;1.0000;"A IRMÃ DO VIZIR";"A IRMÃ DO VIZIR";
CEDE-LIV-0035;a-lingua-que-veio-do-ceu-lorenz-35;"A LÍNGUA QUE VEIO DO CÉU (LORENZ)";;"Homarano (Organizador), Espíritos Diversos";"FEB Editora/LORENZ";9788569452829;9788569452829;;;;2021;221;;"A língua que veio do céu é uma coletânea de artigos oriundos da Espiritualidade pertinentes ao Esperanto. Um livro que encanta pela beleza literária e riquíssimo conteúdo. Emmanuel, Bezerra de Menezes, Erasto, André Luiz, Camilo Castelo Branco, Castro Alves e Cruz e Souza são alguns dos Espíritos que se manifestam sobre a barreira linguística, também no Plano Espiritual, e sua solução por meio do Esperanto. Sem dúvida, é uma obra que merece ser estudada, um verdadeiro repositório de ensinamentos sobre o Evangelho, o Espiritismo e o Esperanto.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=1JplEAAAQBAJ&source=gbs_api;1.0000;"A LÍNGUA QUE VEIO DO CÉU";"A LÍNGUA QUE VEIO DO CÉU";
CEDE-LIV-0036;a-loucura-sob-novo-prisma-36;"A LOUCURA SOB NOVO PRISMA";;"Adolfo Bezerra de Menezes";"FEB Editora";9788594664303;9788594664303;;;;2021;171;;"A corajosa pena de Adolfo Bezerra de Menezes nos entrega este trabalho pioneiro no estudo das perturbações da mente sob a ótica do Espírito. Publicado duas décadas após a desencarnação do autor, A loucura sob novo prisma dissecava, em 1920, questionamentos ainda atuais sobre os transtornos mentais: fenômeno orgânico? Obsessão espiritual? Ambos? Apoiado na lógica e sustentado na Ciência, Bezerra demonstra não só a continuidade da vida após a morte, mas as múltiplas maneiras pelas quais os Espíritos podem atuar sobre o pensamento dos encarnados, dominando-os. Não somente analisa sintomas e realiza diagnósticos, mas prescreve tratamentos para as obsessões. A loucura, afinal, apaga a luz da razão e reduz o homem à triste condição animal. Importa, pois, empenhar todas as forças intelectuais da Humanidade na solução do problema da máxima importância para ela. Esta a colaboração da presente obra.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=QrLcDwAAQBAJ&source=gbs_api;1.0000;"A LOUCURA SOB NOVO PRISMA";"A LOUCURA SOB NOVO PRISMA";
CEDE-LIV-0037;mediunidade-sem-lagrimas-a-37;"MEDIUNIDADE SEM LÁGRIMAS, A";;"Rigonatti, Eliseu";"Editora Pensamento";9788531504235;9788531504235;;;;;104;Inglês;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=PrXGDKoBksoC&dq=intitle:%22A+MEDIUNIDADE+SEM+LAGRIMAS%22&hl=&as_pt=BOOKS&source=gbs_api;0.9523;"A MEDIUNIDADE SEM LAGRIMAS - RIGONATTI, ELISEU";"A MEDIUNIDADE SEM LAGRIMAS";"RIGONATTI, ELISEU"
CEDE-LIV-0040;a-obsessao-40;"A OBSESSÃO";"Instalação e Cura";"Divaldo Pereira Franco, Manoel Philomeno de Miranda";;9788582662199;9788582662199;;;;2019;;;"Nesta nova edição, que foi revista e ampliada, os estudiosos das psicopatologias obsessivas, os médiuns, os doutrinadores, os passistas, os dirigentes de atividades mediúnicas e “todos quantos se interessam em diminuir os sofrimentos humanos” encontrarão excelente material em favor da observação, diagnose e tratamento deste terrível flagício espiritual que é a obsessão, além de preciosas orientações para a cura dos obsidiados e obsessores e da erradicação do mal por meio de uma psicoterapia preventiva com a vivência dos postulados espíritas. Examinando as esclarecedoras abordagens realizadas por manoel philomeno de miranda acerca das obsessões – exaradas em suas diversas obras, pela psicografia de divaldo franco – e baseado nas publicações de allan kardec também a respeito do tema citado, o organizador faz rico e elucidativo apanhado, proporcionando àqueles que se detiverem na obra o entendimento da obsessão nas suas mais variadas formas, suas causas e tratamentos.";;;active;;;;;"Google Books";http://books.google.com.br/books?id=frH-zwEACAAJ&dq=intitle:%22A+OBSESS%C3%83O:+INSTALA%C3%87%C3%83O+E+CURA%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"A OBSESSÃO: INSTALAÇÃO E CURA";"A OBSESSÃO: INSTALAÇÃO E CURA";
CEDE-LIV-0041;a-obsessao-41;"A OBSESSÃO";;"Nora Roberts";"Editora Bertrand Brasil";9788528622782;9788528622782;;;;2017;466;;"Uma mistura de suspense e romance em mais uma obra-prima de Nora Roberts. Naomi Bowes viu seu mundo ruir na noite em que descobriu o terrível segredo de seu pai. Ao denunciar seus diversos crimes, ela o transforma em um psicopata famoso ao mesmo tempo que se vê traumatizada. Anos depois, Naomi é uma fotógrafa bem-sucedida, e finalmente encontra um lar, localizado a centenas de quilômetros de sua antiga vida. Porém, apesar de desejar a solidão, os gentis moradores de Sunrise Cove insistem em tê-la por perto — especialmente o determinado Xander Keaton. Naomi sente suas defesas caírem e, mesmo certa de que o acolhimento que sua nova vida oferece é o que sempre quis, os pecados do seu pai se tornam uma obsessão. E, como já aprendeu, seu passado está a um pesadelo de distância.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=iL06DwAAQBAJ&source=gbs_api;1.0000;"A OBSESSÃO: ORIGENS, SINTOMAS E CURAS";"A OBSESSÃO: ORIGENS, SINTOMAS E CURAS";
CEDE-LIV-0043;a-perola-negra-43;"A PÉROLA NEGRA";;"Adolfo Bezerra de Menezes, Geraldo Campetti Sobrinho (Organizador)";"FEB Editora";9788594661814;9788594661814;;;;2021;372;;"Fruto da imaginação fecunda do Dr. Adolfo Bezerra de Menezes, sob o pseudônimo Max, este magnífico romance de caráter abolicionista e repleto de ensinamentos doutrinários narra a saga de Honorina, conhecida como a Pérola Negra, escrava evoluída, reencarnacionista e resignada com sua árdua expiação. Ambientado em grande parte no território cearense, mas também no Amazonas e no Pará, a história apresenta aventuras entre os indígenas do Pará, fugas e rebeliões de escravos, desajustes de ordem financeira, separações em família, problemas conjugais... No enredo, a ficção se funde à realidade: ao final, o autor oferece um resumo do Brasil abolicionista, citando importantes figuras do movimento que culminou com o episódio de 13 de maio de 1888. O manuscrito de A Pérola Negra, entregue à FEB pela família do Dr. Bezerra de Menezes, foi publicado originalmente em Reformador de 1901 a 1905, em folhetins, totalizando 53 capítulos.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=bXxlEAAAQBAJ&source=gbs_api;1.0000;"A Perola Negra";"A Perola Negra";
CEDE-LIV-0044;a-pratica-do-amor-44;"A PRÁTICA DO AMOR";;"Ronel Alvares Barbosa";"Nova Visão";9786588033135;9786588033135;;;;2022;128;Português;;;;active;;;;;"Google Books";https://books.google.com/books/about/A_Pr%C3%A1tica_do_Amor.html?id=x3X2zwEACAAJ;1.0000;"A PRATICA DO AMOR";"A PRATICA DO AMOR";
CEDE-LIV-0045;a-prece-45;"A PRECE";;"Allan Kardec, Evandro Noleto Bezerra (Organizador)";"FEB Editora";9788569452072;9788569452072;;;;2021;146;;"Além de trazer uma coletânea de belas preces, este livro reúne o conteúdo dos capítulos XXV ao XXVIII de O evangelho segundo o espiritismo, de Allan Kardec, analisando e detalhando a prece em seus diversos aspectos: qualidade, eficácia, ação e inteligibilidade, bem como a felicidade, a paz de espírito e a serenidade que a oração proporciona às criaturas que buscam contato com o Criador. Além disso, com A prece, a FEB resgata mensagens ditadas por Kardec em 1888 e 1889, na Sociedade Espírita Fraternidade, no Rio de Janeiro, endereçadas aos espíritas do Brasil. São mensagens permeadas de sensibilidade, sabedoria e orientação, em especial ao leitor espírita, que perceberá nessas palavras uma carinhosa advertência, a de que devemos testemunhar e espelhar a Doutrina Espírita nos nossos pensamentos, na nossa fala, nos nossos gestos mais acanhados.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=9hGIDwAAQBAJ&source=gbs_api;1.0000;"A prece (Bolso) - FEB";"A prece";
CEDE-LIV-0046;a-psicografia-ante-os-tribunais-46;"A PSICOGRAFIA ANTE OS TRIBUNAIS";;"Miguel Timponi";"FEB Editora";9786555700275;9786555700275;;;;2021;491;;"É um livro que se constitui em documento histórico para a Doutrina Espírita no Brasil. Trata da ação judicial movida pela viúva e filhos de Humberto de Campos a FEB e Francisco Cândido Xavier, na qual foram pleiteados os direitos autorais sobre a obra psicográfica recebida do Espírito Humberto de Campos. O autor da presente obra, o advogado Miguel Timponi, relata todo o processo, desde a inicial até a decisão final da justiça, ao reconhecer que, para fins legais, os direitos autorais não podem ser atribuídos a um Espírito desencarnado. Estabelece interessantes comparações entre a obra de Humberto de Campos encarnado e como Espírito, reunindo opiniões de professores, psiquiatras, poetas, cientistas e juristas, que atestam a autenticidade do estilo do escritor póstumo.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=WlpBEAAAQBAJ&source=gbs_api;1.0000;"A Psicografia ante os Tribunais";"A Psicografia ante os Tribunais";
CEDE-LIV-0047;a-questao-espiritual-dos-animais-47;"A QUESTÃO ESPIRITUAL DOS ANIMAIS";;"Irvênia L. S. Prada";"FE Editora";9786599093968;9786599093968;;;;2020;318;;"Com este livro pretende-se demonstrar, através desta obra, que os animais não são simples máquinas movidas por um ""combustível"" chamado instinto. Pelo contrário, suas mais variadas espécies e formas orgânicas representam manifestações de atuação do princípio inteligente no cumprimento das sucessivas etapas da sua longa jornada evolutiva. Temas como desencarne e reencarnação, figuras animais no plano espiritual, mediunidade, carma e sofrimento, ""espíritos da natureza"", eutanásia, emoções e ""humanização""dos animais, bem como dilemas ético e doutrinário do comer ou não comer carne são aqui tratados de maneira crítica, ou seja, como questão. Vale a pena continuar a estudar, a pesquisar e a aprender. Só não vale passar, em nome da Doutrina Espírita, nossos conceitos, nossas opiniões e posturas pessoais.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=lYHxDwAAQBAJ&source=gbs_api;1.0000;"A QUESTÃO ESPIRITUAL DOS ANIMAIS";"A QUESTÃO ESPIRITUAL DOS ANIMAIS";
CEDE-LIV-0049;a-verdade-de-cada-um-49;"A VERDADE DE CADA UM";;"Zibia Gasparetto";"Editora Vida e Consciência";9788577222827;9788577222827;;;;2014;497;;"Elisa é uma mulher casada, apaixonada e mãe de três filhos pequenos. Geninho, seu marido, seduzido por outra mulher, abandona todos, embalado pelas ilusões da paixão. Por conta do desamparo, Elisa, agoniada, envolve-se num acidente, e Eugênio começa a perceber que a magia da vida revela sua verdadeira identidade.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=WzKUDwAAQBAJ&source=gbs_api;1.0000;"A Verdade de Cada um";"A Verdade de Cada um";
CEDE-LIV-0050;a-vida-escreve-50;"A VIDA ESCREVE";;"Francisco Cândido Xavier, Waldo Vieira, Hilário Silva (Espírito)";"FEB Editora";9788594662965;9788594662965;;;;2021;132;;"Obra de estreia do Espírito Hilário Silva, na qual nos explica a Doutrina Espírita – seus postulados, princípios e valores – em sua feição mais bela: aplicada à vida prática, no dia a dia, em situações a que todos estamos sujeitos. Nesta leitura simples e rápida, conta-nos Hilário, em linguagem de fácil entendimento, envolventes histórias e causos de tragédia e drama, comédia e elevação, em que entrevemos as consequências, para o Espírito, tanto de seus mínimos atos como de suas mais graves ações. É que a vida escreve, nas páginas do tempo, tudo aquilo que pensamos e realizamos, devolvendo-nos, um dia, o bem que nelas inscrevemos e o mal que lhe atiramos.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=NLLcDwAAQBAJ&source=gbs_api;1.0000;"A VIDA ESCREVE";"A VIDA ESCREVE";
CEDE-LIV-0051;a-vida-sabe-o-que-faz-51;"A VIDA SABE O QUE FAZ";;"Zibia Gasparetto";"Editora Vida e Consciência";9788577222841;9788577222841;;;;2011;333;;"Isabel já pretendia se casar com Gilberto quando foi surpreendida: Carlos, seu ex-noivo, que foi lutar na Itália e dado como morto, voltou depois de cinco anos, cheio de amor e cobrando o compromisso. Mas Isabel não quis. Carlos sofreu e se revoltou, contudo, não desistiu. Inconformado com a nova realidade, utilizou a raiva para recuperar todos os anos que a guerra havia roubado de sua juventude. No decorrer desta história apaixonante, passada entre Brasil e Itália logo após a Segunda Guerra Mundial, descobrimos que, dependendo das atitudes de cada um, tudo pode mudar, mas sempre, em todos os casos, a sabedoria da vida prevalece, sempre nos trazendo o melhor.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=-TCUDwAAQBAJ&source=gbs_api;1.0000;"A Vida Sabe o que Faz";"A Vida Sabe o que Faz";
CEDE-LIV-0052;a-vinganca-do-judeu-52;"A VINGANÇA DO JUDEU";;"Vera Kryzhanovskaia, John Wilmot Rochester";"Editora EME LTDA EPP";9788566805994;9788566805994;;;;2016;465;;"Uma tradução mais aprimorada, uma linguagem ao mesmo tempo moderna e fiel ao original – é assim que se apresenta esta nova edição de A vingança do judeu, um dos maiores best-sellers do autor J. W. Rochester, mestre na arte de tecer insólitas tramas e de descrever com detalhes os personagens, seus sentimentos e a trama em que se envolvem. Escrita num estilo forte, vivo e nobre, esta obra conta a história de um rico banqueiro judeu que se apaixona por uma condessa cristã, mas que, por sua origem e religião, é impedido de ficar com sua amada. Ele, então, lança mão de um subterfúgio que irá marcar toda a sua trajetória e a dos outros personagens, numa sucessão de eventos em que se alternam manifestações de egoísmo e de amor, mas que deixam entrever, ao fundo, os sentimentos sublimes da fé e do perdão. O desenrolar da trama nos mostra a influência benéfica que uma nova visão de mundo, o espiritismo, à época ainda em seu início, pode trazer para as relações entre as pessoas e para as grandes decisões que a vida requer.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=KKWwDQAAQBAJ&source=gbs_api;1.0000;"A VINGANÇA DO JUDEU";"A VINGANÇA DO JUDEU";
CEDE-LIV-0053;a-abadia-dos-beneditinos-53;"A ABADIA DOS BENEDITINOS";;"J. W. Rochester, Wera Krijanowskaia";;9788573600896;9788573600896;;;;;;;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=TN40NQEACAAJ&dq=intitle:%22ABADIA+DOS+BENEDITINOS%22&hl=&as_pt=BOOKS&source=gbs_api;0.9730;"ABADIA DOS BENEDITINOS";"ABADIA DOS BENEDITINOS";
CEDE-LIV-0054;abaixo-a-depressao-54;"ABAIXO A DEPRESSÃO";;"Richard Simonetti";;;;;;;2004;;Português;;;;active;;;;;"Sampi / Jornal da Cidade";https://sampi.net.br/bauru/noticias/2586398/geral/2004/04/richard-simonetti-lanca-livro-sobre-depressao;1.0000;"ABAIXO A DEPRESSÃO";"ABAIXO A DEPRESSÃO";
CEDE-LIV-0055;acao-e-reacao-55;"AÇÃO E REAÇÃO";;"Francisco Cândido Xavier, André Luiz (Espírito)";"FEB Editora";9788573288537;9788573288537;;;;2021;291;;;;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=j4omDwAAQBAJ&source=gbs_api;1.0000;"AÇÃO E REAÇÃO";"AÇÃO E REAÇÃO";
CEDE-LIV-0060;adolescencia-causa-da-in-felicidade-60;"ADOLESCÊNCIA CAUSA DA (IN) FELICIDADE";;"Francisco do Espírito Santo Neto";"Boa Nova";9786586374223;9786586374223;;;;2022;201;;"Voltado para pais e adolescentes, este é um livro que leva à reflexão sobre as transformações vividas pelos jovens nesta etapa da vida, tão repleta de novidades. A obra contribui com o trabalho e os esforços dos pais no desenvolvimento de seus filhos.";;;active;;;;;"Google Books";https://play.google.com/store/books/details?id=xWinEAAAQBAJ&source=gbs_api;1.0000;"ADOLESCENCIA CAUSA DA (IN) FELICIDADE";"ADOLESCENCIA CAUSA DA (IN) FELICIDADE";
CEDE-LIV-0061;adolescencia-e-vida-61;"ADOLESCÊNCIA E VIDA";;"Divaldo Pereira Franco, Joanna de Ângelis";;9788561879891;9788561879891;;;;2002;;;"Torna-se urgente o compromisso de um reestudo por parte dos pais e educadores em relação à conduta moral que deve ser ministrada às gerações novas, a fim de evitar a grande derrocada da cultura e da civilização, que se encontram no aborto mais sombrio da sua história. Assim sendo, apresentamos ao caro leitor vários temas relacionados com a adolescência, a fim de contribuir de alguma forma com a palpitante questão que está desafiando principalmente os pais na maneira de conduzir os jovens, escreve o espírito Joanna de Ângelis, através do médium Divaldo Pereira Franco";;;active;;;;;"Google Books";http://books.google.com.br/books?id=xK7-zwEACAAJ&dq=intitle:%22ADOLESC%C3%8ANCIA+E+VIDA%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"ADOLESCÊNCIA E VIDA";"ADOLESCÊNCIA E VIDA";
CEDE-LIV-0064;agenda-crista-64;"AGENDA CRISTA";;"Francisco Cândido Xavier";;9781936547159;9781936547159;;;;2013;;;;;;active;;;;;"Google Books";http://books.google.com.br/books?id=Ga_EngEACAAJ&dq=intitle:%22Agenda+Crista%22&hl=&as_pt=BOOKS&source=gbs_api;1.0000;"Agenda Crista";"Agenda Crista";
